CEP;Rua;Bairro;Cidade;Latitude;Longitude
13470-497; Rua do Afeto; Jardim Paz; Americana/SP;-22.7083931;-47.3660074,17
13470-475; Rua do Amor; Jardim Paz; Americana/SP;-22.7092954;-47.3638935,17
13470-462; Rua do Pacificador; Jardim Paz; Americana/SP;-22.7127859;-47.3626515,18
13470-488; Rua dos Ideais; Jardim Paz; Americana/SP;-22.7089134;-47.3671349,18
13470-467; Rua dos Sonhos; Jardim Paz; Americana/SP;-22.7120804;-47.3626394,17
13470-487; Rua Sinceridade; Jardim Paz; Americana/SP;-22.7092917;-47.3673878,18
13475-316; Avenida Comendador Thomaz Fortunato; Jardim Phillipson Park; Americana/SP;-22.7092917;
13478-541; Rua do Vidraceiro; Jardim Portal da Colina; Americana/SP;-22.7519804;-47.3240058,15
13467-441; Rua Adamantina; Jardim Primavera; Americana/SP;-22.7703864;-47.3424476,17
13467-443; Rua Analândia; Jardim Primavera; Americana/SP;-22.770704;-47.3429009,17
13467-433; Rua Capivari; Jardim Primavera; Americana/SP;-22.7680194;-47.345331,17
13467-430; Rua Catanduva; Jardim Primavera; Americana/SP;-22.7664194;-47.3445738,17
13467-444; Rua Dracena; Jardim Primavera; Americana/SP;-22.7710455;-47.3439584,17
13467-431; Rua Leme; Jardim Primavera; Americana/SP;-22.7677899;-47.3422389,17
13467-432; Rua Marília; Jardim Primavera; Americana/SP;-22.7681285;-47.3419125,18
13467-440; Rua Pacaembu; Jardim Primavera; Americana/SP;-22.7712805;-47.3402394,17
13467-442; Rua Quintana; Jardim Primavera; Americana/SP;-22.7693291;-47.3432552,17
13477-210; Rua Antônio Campana; Jardim Progresso; Americana/SP;-22.7342379;-47.305096,17
13477-200; Rua Antônio Paciuli; Jardim Progresso; Americana/SP;-22.7349545;-47.3065705,17
13477-160; Rua Arno Tognetta; Jardim Progresso; Americana/SP;-22.7331625;-47.306368,17
13477-170; Rua Daniel Boldrini; Jardim Progresso; Americana/SP;-22.732472;-47.3060284,17
13471-560; Rua Germano Hansen; Jardim Progresso; Americana/SP;-22.7234325;-47.3385723,17
13477-190; Rua Ivo Pícolli; Jardim Progresso; Americana/SP;-22.7326648;-47.3035251,18
13477-220; Rua João Truzzi; Jardim Progresso; Americana/SP;-22.7326566;-47.3022967,17
13477-180; Rua José Dante Zanaga; Jardim Progresso; Americana/SP;-22.732278;-47.3054734,17
13471-551; Rua Leonel Benotto; Jardim Progresso; Americana/SP;-22.7215038;-47.3394467,17
13477-140; Rua Vitório Mianti; Jardim Progresso; Americana/SP;-22.7329081;-47.3059633,18
13467-274; Via Projetada 1; Jardim Recanto; Americana/SP;-22.7329081;
13467-275; Via Projetada 2; Jardim Recanto; Americana/SP;-22.762053;-47.3314963,15
13469-800; Rua Adelino Ferreira Campos; Jardim Residencial Dona Rosa; Americana/SP;-22.7085492;-47.3729146,17
13469-804; Rua Estevão Carlos Vicentini; Jardim Residencial Dona Rosa; Americana/SP;-22.7084594;-47.3701825,17
13469-802; Rua Lucia Scognamillo Basanella; Jardim Residencial Dona Rosa; Americana/SP;-22.7102593;-47.3702609,18
13474-040; Avenida Antônio Centurione Boer; Jardim Santa Eliza; Americana/SP;-22.7145387;-47.2957063,15
13474-054; Rua Angelo Beraldo; Jardim Santa Eliza; Americana/SP;-22.719306;-47.2933339,17
13474-053; Rua Celestino Rodrigues; Jardim Santa Eliza; Americana/SP;-22.7193992;-47.2932525,18
13474-056; Rua Francisca Canciani; Jardim Santa Eliza; Americana/SP;-22.7196869;-47.2941404,18
13474-050; Rua Luiz Henrique de Oliveira; Jardim Santa Eliza; Americana/SP;-22.7194483;-47.2943534,17
13474-055; Rua Maria dos Santos Rodrigues; Jardim Santa Eliza; Americana/SP;-22.7198973;-47.2935638,18
13474-051; Rua Romário Fiorani; Jardim Santa Eliza; Americana/SP;-22.7208215;-47.2924515,18
13475-767; Rua Achiles Zanaga Camargo Neves; Jardim Santa Lúcia; Americana/SP;-22.7296029;-47.2548009,17
13475-766; Rua Eres Belisário dos Santos; Jardim Santa Lúcia; Americana/SP;-22.7309461;-47.2616326,15
13475-763; Rua Izadora Melina; Jardim Santa Lúcia; Americana/SP;-22.7322321;-47.2530515,17
13475-761; Rua Joaquim Pinto Adorno; Jardim Santa Lúcia; Americana/SP;-22.7339079;-47.2599479,15
13475-768; Rua José Domingos Chavare; Jardim Santa Lúcia; Americana/SP;-22.7303223;-47.2619641,15
13475-760; Rua Lucia Faraone; Jardim Santa Lúcia; Americana/SP;-22.734171;-47.260385,15
13475-765; Rua Milton Rodrigues dos Santos; Jardim Santa Lúcia; Americana/SP;-22.7314545;-47.2611533,15
13475-762; Rua Nelson Cândido de Oliveira; Jardim Santa Lúcia; Americana/SP;-22.7331924;-47.2600063,15
13475-769; Rua Professor Martinho Rubens Bellucco; Jardim Santa Lúcia; Americana/SP;-22.7299451;-47.2623971,15
13475-764; Rua Shirlei Martins Dell Agnezze; Jardim Santa Lúcia; Americana/SP;-22.7326779;-47.2604399,15
13471-271; Rua das Esmeraldas; Jardim Santa Mônica; Americana/SP;-22.7318516;-47.3373167,17
13478-179; Praça da Bíblia; Jardim Santana; Americana/SP;-22.7322726;-47.3226432,17
13478-114; Praça José Porteiro; Jardim Santana; Americana/SP;-22.7355042;-47.3316367,17
13478-159; Praça Santos Dumont; Jardim Santana; Americana/SP;-22.7346952;-47.3255229,17
13478-117; Rua Almeida Júnior; Jardim Santana; Americana/SP;-22.737067;-47.3301433,17
13478-131; Rua André Rebouças; Jardim Santana; Americana/SP;-22.7343619;-47.3269618,17
13478-113; Rua Bruno Bombonatti; Jardim Santana; Americana/SP;-22.7353084;-47.3313659,17
13478-112; Rua Carioba; Jardim Santana; Americana/SP;-22.7357235;-47.3299235,18
13478-150; Rua Carlos Benotto; Jardim Santana; Americana/SP;-22.7332916;-47.3230776,17
13478-118; Rua Carlos Gomes; Jardim Santana; Americana/SP;-22.7383866;-47.3301711,17
13478-160; Rua Elizário Leite Penteado; Jardim Santana; Americana/SP;-22.7340327;-47.3219384,18
13478-151; Rua Emílio Horschutz; Jardim Santana; Americana/SP;-22.7334804;-47.3251785,17
13478-170; Rua Emílio Leão Brambilla; Jardim Santana; Americana/SP;-22.733736;-47.3217716,17
13478-171; Rua Estanislau Pacce; Jardim Santana; Americana/SP;-22.7342878;-47.3206324,17
13478-116; Rua Francisco Manoel; Jardim Santana; Americana/SP;-22.7369595;-47.327984,18
13478-133; Rua Francisco Monlevade; Jardim Santana; Americana/SP;-22.733891;-47.3265709,17
13478-110; Rua Francisco Pinto Duarte; Jardim Santana; Americana/SP;-22.7359718;-47.3253475,18
13478-152; Rua Joaquim Chiquinho; Jardim Santana; Americana/SP;-22.733181;-47.3245214,17
13478-124; Rua José Alves da Cunha; Jardim Santana; Americana/SP;-22.737519;-47.3297174,17
13478-111; Rua José Basseto; Jardim Santana; Americana/SP;-22.736298;-47.3267534,17
13478-180; Rua Marino Mantovani; Jardim Santana; Americana/SP;-22.7355185;-47.3206134,18
13478-127; Rua Nove; Jardim Santana; Americana/SP;-22.7445346;-47.2895468,18
13478-163; Rua Operário Oswaldo dos Santos; Jardim Santana; Americana/SP;-22.7445346;
13478-128; Rua Padre Feijó; Jardim Santana; Americana/SP;-22.7385019;-47.3298025,17
13478-115; Rua Professor Roquete Pinto; Jardim Santana; Americana/SP;-22.735684;-47.3296039,17
13478-130; Rua Saturnino de Brito; Jardim Santana; Americana/SP;-22.7353817;-47.3273881,17
13478-122; Rua Seis; Jardim Santana; Americana/SP;-22.7237135;-47.2831116,17
13478-123; Rua Sete; Jardim Santana; Americana/SP;-22.7319792;-47.272889,15
13478-120; Rua Tarquínio Benencase; Jardim Santana; Americana/SP;-22.7356997;-47.3285797,17
13478-140; Rua Valentim Marton; Jardim Santana; Americana/SP;-22.7336619;-47.3258634,17
13478-125; Rua Vicente Morelli; Jardim Santana; Americana/SP;-22.7344997;-47.3285797,17
13478-132; Travessa Domingos de Jesus; Jardim Santana; Americana/SP;-22.7334979;-47.326681,18
13476-602; Rua Francisco Zago; Jardim Santo Antônio; Americana/SP;-22.7466;-47.2436344,18
13476-601; Rua João Leite de Campos; Jardim Santo Antônio; Americana/SP;-22.746626;-47.2439977,18
13476-603; Rua Manoel Gregório de Oliveira; Jardim Santo Antônio; Americana/SP;-22.746101;-47.2443545,18
13476-606; Rua Maranhão; Jardim Santo Antônio; Americana/SP;-22.7442412;-47.2570312,15
13476-600; Rua Ozório Leite de Camargo; Jardim Santo Antônio; Americana/SP;-22.746939;-47.2461081,17
13476-604; Rua Severino Simonette; Jardim Santo Antônio; Americana/SP;-22.7457464;-47.2458434,17
13476-605; Rua Valério José do Nascimento; Jardim Santo Antônio; Americana/SP;-22.7455387;-47.2454977,17
13471-000; Avenida Rafael Vitta; Jardim São Domingos; Americana/SP;-22.7360512;-47.3525857,15
13471-189; Praça Fernando Beraldo; Jardim São Domingos; Americana/SP;-22.7360512;
13471-180; Rua Agostinho Zanini; Jardim São Domingos; Americana/SP;-22.731943;-47.3406665,17
13471-010; Rua Alice Garbelotte de Campos; Jardim São Domingos; Americana/SP;-22.7353188;-47.3420321,17
13471-732; Rua Amálio Lulu Benencase; Jardim São Domingos; Americana/SP;-22.7299198;-47.3438667,17
13471-050; Rua Aurélio Santarosa; Jardim São Domingos; Americana/SP;-22.735238;-47.3392034,17
13471-150; Rua Benedito Correa; Jardim São Domingos; Americana/SP;-22.7323744;-47.3435856,17
13471-020; Rua Carlos Leitão; Jardim São Domingos; Americana/SP;-22.7351178;-47.3414206,17
13471-040; Rua Gonçalves Dias; Jardim São Domingos; Americana/SP;-22.742412;-47.3375664,18
13471-160; Rua Hans Schweizer; Jardim São Domingos; Americana/SP;-22.7315105;-47.3419255,17
13471-100; Rua Joaquim Nabuco; Jardim São Domingos; Americana/SP;-22.7317226;-47.3457014,17
13471-090; Rua José do Patrocínio; Jardim São Domingos; Americana/SP;-22.731569;-47.3447835,17
13471-070; Rua José Salvador; Jardim São Domingos; Americana/SP;-22.7346946;-47.3441178,17
13471-130; Rua Luiz Gama; Jardim São Domingos; Americana/SP;-22.7311201;-47.3438667,17
13471-190; Rua Oriente Rosalem; Jardim São Domingos; Americana/SP;-22.7330293;-47.3405221,17
13471-080; Rua Ricciotti Sacilotto; Jardim São Domingos; Americana/SP;-22.7351203;-47.3419678,18
13471-170; Rua Salvador Giordano; Jardim São Domingos; Americana/SP;-22.7332236;-47.3415199,18
13471-060; Rua São Vicente de Paulo; Jardim São Domingos; Americana/SP;-22.7344251;-47.3426961,17
13471-030; Rua Treze de Maio; Jardim São Domingos; Americana/SP;-22.7333756;-47.3430027,17
13467-000; Avenida de Cillo; Jardim São José; Americana/SP;-22.7524769;-47.3398474,16
13467-059; Praça Catharina Broschiero Frezzarin; Jardim São José; Americana/SP;-22.7524769;
13467-012; Rua C; Jardim São José; Americana/SP;-22.7649231;
13467-014; Rua Hugo Cantelli; Jardim São José; Americana/SP;-22.7631324;-47.346313,17
13467-050; Rua Limeira; Jardim São José; Americana/SP;-22.767958;-47.345814,17
13467-013; Rua M; Jardim São José; Americana/SP;-22.767958;
13467-020; Rua Padre Ozair Ênio Porciuncula; Jardim São José; Americana/SP;-22.7638455;-47.3449194,17
13467-010; Rua Sebastião Alves Galante; Jardim São José; Americana/SP;-22.7622769;-47.3446901,17
13468-169; Praça do Trabalhador; Jardim São Paulo; Americana/SP;-22.7419068;-47.3328597,17
13468-150; Rua das Acácias; Jardim São Paulo; Americana/SP;-22.7549622;-47.3546073,15
13468-100; Rua das Castanheiras; Jardim São Paulo; Americana/SP;-22.7562579;-47.3470932,16
13468-160; Rua das Figueiras; Jardim São Paulo; Americana/SP;-22.7561884;-47.3465386,16
13468-090; Rua das Imbuias; Jardim São Paulo; Americana/SP;-22.759106;-47.3385959,17
13468-060; Rua das Paineiras; Jardim São Paulo; Americana/SP;-22.7533229;-47.3446071,16
13468-030; Rua das Palmeiras; Jardim São Paulo; Americana/SP;-22.7501184;-47.3389745,17
13468-120; Rua dos Bambus; Jardim São Paulo; Americana/SP;-22.7543254;-47.3458305,16
13468-020; Rua dos Cedros; Jardim São Paulo; Americana/SP;-22.7501849;-47.3411427,17
13468-010; Rua dos Coqueiros; Jardim São Paulo; Americana/SP;-22.7497221;-47.3420321,17
13468-040; Rua dos Ipês; Jardim São Paulo; Americana/SP;-22.751646;-47.3400834,17
13468-050; Rua dos Jacarandás; Jardim São Paulo; Americana/SP;-22.7528289;-47.3409094,17
13468-080; Rua dos Salgueiros; Jardim São Paulo; Americana/SP;-22.7555255;-47.3423014,17
13468-110; Rua Fonte da Saudade; Jardim São Paulo; Americana/SP;-22.7534839;-47.3465634,16
13468-070; Travessa das Faveiras; Jardim São Paulo; Americana/SP;-22.7543784;-47.3429339,17
13468-130; Travessa das Seringueiras; Jardim São Paulo; Americana/SP;-22.754739;-47.3446762,17
13468-140; Travessa dos Alecrins; Jardim São Paulo; Americana/SP;-22.754127;-47.3444783,17
13468-151; Travessa dos Anjicos; Jardim São Paulo; Americana/SP;-22.754127;
13468-152; Travessa Nardini; Jardim São Paulo; Americana/SP;-22.7507817;-47.3381772,17
13469-481; Rua Araguaia; Jardim São Roque; Americana/SP;-22.7301994;-47.3568886,17
13469-410; Rua dos Solimões; Jardim São Roque; Americana/SP;-22.730093;-47.3591787,16
13469-411; Rua Guaporé; Jardim São Roque; Americana/SP;-22.7341409;-47.3571715,17
13469-426; Rua Iriri; Jardim São Roque; Americana/SP;-22.7326396;-47.3561988,18
13469-495; Rua Japurá; Jardim São Roque; Americana/SP;-22.7266964;-47.3557083,17
13469-427; Rua Jardel Bertie; Jardim São Roque; Americana/SP;-22.7321378;-47.3579347,17
13469-412; Rua Javari; Jardim São Roque; Americana/SP;-22.7335391;-47.357323,17
13469-430; Rua Juruá; Jardim São Roque; Americana/SP;-22.7320415;-47.3559971,18
13469-460; Rua Juruema; Jardim São Roque; Americana/SP;-22.7311749;-47.3567599,17
13469-491; Rua Macapá; Jardim São Roque; Americana/SP;-22.728533;-47.3558324,17
13469-493; Rua Mamoré; Jardim São Roque; Americana/SP;-22.7242905;-47.3567354,17
13469-451; Rua Mearim; Jardim São Roque; Americana/SP;-22.7316219;-47.3546405,17
13469-440; Rua Pindaré; Jardim São Roque; Americana/SP;-22.7325351;-47.3554878,17
13469-450; Rua Purús; Jardim São Roque; Americana/SP;-22.7316584;-47.3571488,17
13469-413; Rua Santarém; Jardim São Roque; Americana/SP;-22.7333829;-47.3557905,18
13469-416; Rua Santo Onofre; Jardim São Roque; Americana/SP;-22.7326652;-47.3685149,15
13469-418; Rua São João; Jardim São Roque; Americana/SP;-22.7368183;-47.3674057,15
13469-420; Rua São Lucas; Jardim São Roque; Americana/SP;-22.733331;-47.3582939,17
13469-421; Rua São Marcos; Jardim São Roque; Americana/SP;-22.7325096;-47.3681946,15
13469-422; Rua São Paulo; Jardim São Roque; Americana/SP;-22.7368471;-47.3746358,15
13469-423; Rua São Pedro; Jardim São Roque; Americana/SP;-22.7334889;-47.3666615,15
13469-424; Rua São Roque; Jardim São Roque; Americana/SP;-22.7345388;-47.3579347,17
13469-425; Rua São Thiago; Jardim São Roque; Americana/SP;-22.7365405;-47.357259,18
13469-492; Rua Tocantins; Jardim São Roque; Americana/SP;-22.7278535;-47.3556843,17
13469-494; Rua Trombetas; Jardim São Roque; Americana/SP;-22.7271505;-47.3557138,17
13469-490; Rua Xingú; Jardim São Roque; Americana/SP;-22.7283829;-47.3571642,17
13473-190; Rua Antônio Pântano; Jardim São Vito; Americana/SP;-22.7254855;-47.3111734,17
13473-280; Rua Chucri Zogbi; Jardim São Vito; Americana/SP;-22.7252728;-47.3103611,17
13473-240; Rua Ferrúcio Astorri; Jardim São Vito; Americana/SP;-22.722564;-47.3117308,16
13473-270; Rua Georges Moutran; Jardim São Vito; Americana/SP;-22.7259304;-47.3087999,17
13473-220; Rua Henrique Armond; Jardim São Vito; Americana/SP;-22.725535;-47.3094274,17
13473-200; Rua João Bernestein; Jardim São Vito; Americana/SP;-22.7244254;-47.3129487,16
13473-250; Rua José Travaglia; Jardim São Vito; Americana/SP;-22.7255004;-47.3070223,17
13473-260; Rua Orozimbo Machado; Jardim São Vito; Americana/SP;-22.7261357;-47.3093295,16
13473-195; Rua Santa Joana D'Arc; Jardim São Vito; Americana/SP;-22.727813;-47.2988253,18
13473-210; Rua Sargento Décio Garcia; Jardim São Vito; Americana/SP;-22.723634;-47.3104769,17
13473-230; Rua Vicente C. Caravieri; Jardim São Vito; Americana/SP;-22.7253229;-47.3086209,17
13468-820; Avenida Giaconda Cibin; Jardim Terramérica I; Americana/SP;-22.7672709;-47.369382,15
13468-825; Rua Alice Moro Misson; Jardim Terramérica I; Americana/SP;-22.7688526;-47.3590687,17
13468-830; Rua Amabile Fornaro Pavan; Jardim Terramérica I; Americana/SP;-22.766561;-47.3566588,17
13468-831; Rua Atair Ferreira Martins; Jardim Terramérica I; Americana/SP;-22.7658976;-47.3562508,17
13468-824; Rua Benaiah; Jardim Terramérica I; Americana/SP;-22.7685388;-47.360518,17
13468-834; Rua Giovana Pontelo Pinese; Jardim Terramérica I; Americana/SP;-22.7663414;-47.3690184,15
13468-826; Rua Josefina Cabana Delben; Jardim Terramérica I; Americana/SP;-22.7671153;-47.3669304,15
13468-833; Rua Miquelina Ardito Faraone; Jardim Terramérica I; Americana/SP;-22.7667569;-47.3609934,17
13468-829; Rua Professor Rosanio Braga; Jardim Terramérica I; Americana/SP;-22.7667748;-47.357245,17
13468-828; Rua Professora Zulmira Rameh Saab; Jardim Terramérica I; Americana/SP;-22.7664089;-47.3580743,17
13468-832; Rua Roberto Jensen; Jardim Terramérica I; Americana/SP;-22.7667846;-47.3592377,16
13468-849; Rua Agostinho Panaro; Jardim Terramérica II; Americana/SP;-22.7631431;-47.3557736,18
13468-845; Rua Albina Basseto; Jardim Terramérica II; Americana/SP;-22.763633;-47.3678957,15
13468-858; Rua Alcides Luchesi; Jardim Terramérica II; Americana/SP;-22.7643825;-47.3562225,17
13468-848; Rua Antonio de Souza Leite; Jardim Terramérica II; Americana/SP;-22.7637919;-47.3577539,17
13468-850; Rua Atair Ferreira Martins; Jardim Terramérica II; Americana/SP;-22.768147;-47.3529769,18
13468-842; Rua Áurea Possenti; Jardim Terramérica II; Americana/SP;-22.7641226;-47.3667598,15
13468-852; Rua Carlos Penachioni; Jardim Terramérica II; Americana/SP;-22.7634299;-47.3559688,17
13468-864; Rua Doutor Ediney Cordenonsi; Jardim Terramérica II; Americana/SP;-22.7653123;-47.3531646,17
13468-862; Rua Doutor Wanthuildes Irajaya Lobo; Jardim Terramérica II; Americana/SP;-22.7661401;-47.3554799,17
13468-866; Rua Durval Pântano; Jardim Terramérica II; Americana/SP;-22.7631998;-47.3519002,17
13468-863; Rua Fortunata Isaura Salvador; Jardim Terramérica II; Americana/SP;-22.7659035;-47.3548769,17
13468-854; Rua Francisca Coral Chiquinho; Jardim Terramérica II; Americana/SP;-22.7623156;-47.3670139,15
13468-851; Rua Geraldo Miante; Jardim Terramérica II; Americana/SP;-22.7635177;-47.3565291,17
13468-865; Rua Jamil Calil; Jardim Terramérica II; Americana/SP;-22.765269;-47.3524226,17
13468-840; Rua Joana Dollo; Jardim Terramérica II; Americana/SP;-22.7653554;-47.3603816,17
13468-843; Rua José Lasaro Pegorari; Jardim Terramérica II; Americana/SP;-22.764602;-47.3594978,17
13468-841; Rua Josefina Cabana Delben; Jardim Terramérica II; Americana/SP;-22.765934;-47.3674658,15
13468-856; Rua Laudelino Basseto; Jardim Terramérica II; Americana/SP;-22.7625096;-47.3597473,15
13468-853; Rua Luiz Miante; Jardim Terramérica II; Americana/SP;-22.7650356;-47.354604,17
13468-857; Rua Luiz Plácido Massochetti; Jardim Terramérica II; Americana/SP;-22.7645212;-47.3520237,17
13468-846; Rua Marina Zandoná Rubinato; Jardim Terramérica II; Americana/SP;-22.7630187;-47.367683,15
13468-855; Rua Pedro Nicoletti; Jardim Terramérica II; Americana/SP;-22.764639;-47.354064,17
13468-844; Rua Professora Zulmira Rameh Saab; Jardim Terramérica II; Americana/SP;-22.7641398;-47.3667579,15
13468-881; Avenida Padre Oswaldo Vieira de Andrade; Jardim Terramérica III; Americana/SP;-22.7665274;-47.3579666,15
13468-877; Rua Antonio Marques dos Santos; Jardim Terramérica III; Americana/SP;-22.7634837;-47.3514368,17
13468-874; Rua Doutor Ediney Cordenonsi; Jardim Terramérica III; Americana/SP;-22.7652731;-47.3531646,17
13468-883; Rua Francisca Coral Chiquinho; Jardim Terramérica III; Americana/SP;-22.762046;-47.3632848,15
13468-875; Rua Jamil Calil; Jardim Terramérica III; Americana/SP;-22.7652848;-47.3524496,17
13468-882; Rua Laudelino Basseto; Jardim Terramérica III; Americana/SP;-22.7623847;-47.3589722,15
13468-872; Rua Luiz Miante; Jardim Terramérica III; Americana/SP;-22.7671244;-47.3614457,15
13468-873; Rua Pedro Nicoletti; Jardim Terramérica III; Americana/SP;-22.7662305;-47.3611694,15
13479-040; Rua Arco-Íris; Jardim Thelja; Americana/SP;-22.7602149;-47.3148657,17
13479-050; Rua Atlas; Jardim Thelja; Americana/SP;-22.7608785;-47.3129435,18
13479-130; Rua Cruzeiro do Sul; Jardim Thelja; Americana/SP;-22.760425;-47.3110595,17
13479-000; Rua da Mantiqueira; Jardim Thelja; Americana/SP;-22.7577713;-47.315207,17
